label,message
spam,"DOUBLE MINUTES DOUBLE TEXTS for 3 months for FREE from Orange today, call Mobile Upgrades FREE on 0800 073 5995 to get upgrade"
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,Fine if that's the way u feel. That's the way its gota b
ham,Can you call me when you get a chance? Need to talk.
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,Is that seriously how you spell his name?
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,Just arrived at Heathrow. Where are you parked?
ham,Can you call me when you get a chance? Need to talk.
ham,"Sure, let me know when you're free to talk this week."
ham,Sounds like a great plan! Really looking forward to it.
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,Just arrived at Heathrow. Where are you parked?
ham,Did you catch the bus? Or are you still at home waiting for me?
ham,"Sorry I missed your call, was in a meeting all afternoon."
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm Valid today only!
ham,Flight landed early. See you at arrivals in 20 mins.
ham,Sounds like a great plan! Really looking forward to it.
ham,Is that seriously how you spell his name?
ham,Is that seriously how you spell his name?
spam,"URGENT! Your mobile was awarded a £2,000 prize on this week's prize draw! Tap here to claim: bit.ly/claim2000"
spam,NEW SEXY CHAT: Talk to gorgeous girls and guys! Call 0909 120 0440. Charged at 150ppm. Must be 18+
spam,GET 50 FREE TEXT MSGS for life or £100 cash! Just call FREE 0800 298 8032. T&Cs apply T&Cs apply.
ham,"Package arrived safely, thank you so much for sending it."
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,"Sorry I missed your call, was in a meeting all afternoon."
ham,Is that seriously how you spell his name?
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,Just had the best coffee at this new cafe near the office.
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,Sounds like a great plan! Really looking forward to it.
ham,Did you watch the match last night? What a game! We won!
ham,The kids absolutely loved the film. Thanks for the recommendation!
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,How was your weekend? Did you end up going to that festival?
ham,"Sure, let me know when you're free to talk this week."
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,Not feeling great today. Going to work from home if that's ok.
ham,Can you pick up some milk on the way home? We're completely out.
ham,I just got back from the gym. So tired but feel great!
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,Just arrived at Heathrow. Where are you parked?
ham,Ok lar... Joking wif u oni...
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,Sounds like a great plan! Really looking forward to it.
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,Sounds like a great plan! Really looking forward to it.
ham,"Sorry I missed your call, was in a meeting all afternoon."
spam,Tones and graphics 4 ur mobile. 10p/msg wap.lwm.co.uk to see all Ó£1 to play. STOP? Text STOP to 62468. Customer service 0845 601 0790
spam,Urgent! call 09066358361 NOW! Find out how to claim 2 free airline tickets worth £1500. Wkly comp for 150 tkts 18+. 75p/call
ham,How was your weekend? Did you end up going to that festival?
ham,Flight landed early. See you at arrivals in 20 mins.
spam,CONGRATULATIONS! Nokia 3650 video camera phone is your prize! Reply or call 08718726978 to claim!
ham,Sounds like a great plan! Really looking forward to it.
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,No worries at all! See you tomorrow bright and early.
ham,Just sent you the email with all the documents attached.
spam,Free entry in 2 a weekly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question Reply STOP to opt out.
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net"
ham,Just had the best coffee at this new cafe near the office.
ham,Fine if that's the way u feel. That's the way its gota b
ham,Just sent you the email with all the documents attached.
ham,Thanks for the invite but I already have plans with the family.
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,I'm still at the library studying. Home around 6 for dinner.
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,I've been searching for the right words to thank you for this breather.
ham,Thanks for the invite but I already have plans with the family.
ham,How was your weekend? Did you end up going to that festival?
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,"I need to cancel our plans tonight, really sorry about this!"
spam,"You've been selected for a £500 Tesco gift card reward! To claim your prize, please call 09050000327 before 12pm tomorrow."
spam,"You've been selected for a £500 Tesco gift card reward! To claim your prize, please call 09050000327 before 12pm tomorrow."
ham,Ok lar... Joking wif u oni...
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k?"
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,The restaurant was fully booked so I made a reservation for next week instead.
spam,Free entry in 2 a weekly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question
ham,What time do you want to meet up tomorrow at the gym?
ham,Is that seriously how you spell his name?
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,Just arrived at Heathrow. Where are you parked?
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,I've got a spare ticket for the concert if you want to come?
ham,"Sure, let me know when you're free to talk this week."
ham,Can you look after my cat this weekend while I'm away visiting family?
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,I'm still at the library studying. Home around 6 for dinner.
ham,"Package arrived safely, thank you so much for sending it."
ham,Did you watch the match last night? What a game! We won!
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,Ok lar... Joking wif u oni...
ham,Flight landed early. See you at arrivals in 20 mins.
ham,How was your weekend? Did you end up going to that festival?
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,I've been searching for the right words to thank you for this breather.
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,Sounds like a great plan! Really looking forward to it.
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,Can you look after my cat this weekend while I'm away visiting family?
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,Sounds like a great plan! Really looking forward to it.
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,No worries at all! See you tomorrow bright and early.
ham,No worries at all! See you tomorrow bright and early.
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,Ok lar... Joking wif u oni...
ham,Is that seriously how you spell his name?
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332. Please call 08081263000. Billed at 150p/month (max £6.00/yr) T&Cs apply.
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,Just checking in to see how you're getting on with the project.
ham,That's so funny I literally can't stop laughing lol
ham,The restaurant was fully booked so I made a reservation for next week instead.
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,Did you watch the match last night? What a game! We won!
ham,Not feeling great today. Going to work from home if that's ok.
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,How was your weekend? Did you end up going to that festival?
ham,How was your weekend? Did you end up going to that festival?
ham,No worries at all! See you tomorrow bright and early.
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,Flight landed early. See you at arrivals in 20 mins.
ham,Flight landed early. See you at arrivals in 20 mins.
ham,"I need to cancel our plans tonight, really sorry about this!"
spam,Your loan of up to £500 is pre-approved. No credit check needed. Reply YES to activate or call 0845 519 2903 Valid today only!
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332. Please call 08081263000. Billed at 150p/month (max £6.00/yr) Reply STOP to opt out.
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,Flight landed early. See you at arrivals in 20 mins.
ham,That's so funny I literally can't stop laughing lol
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,Did you watch the match last night? What a game! We won!
ham,I just got back from the gym. So tired but feel great!
ham,Just had the best coffee at this new cafe near the office.
ham,Can you look after my cat this weekend while I'm away visiting family?
ham,"Package arrived safely, thank you so much for sending it."
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,Working late tonight so probably won't be back until 9.
ham,Is that seriously how you spell his name?
ham,Not feeling great today. Going to work from home if that's ok.
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,I just got back from the gym. So tired but feel great!
ham,Is that seriously how you spell his name?
ham,Can you help me move some furniture this Saturday? Won't take long.
spam,CLAIM YOUR FREE PRIZE! You have been randomly selected to win a Sony PlayStation 5. Call 0906 472 1234 to claim
ham,Dinner tonight at 7? Let me know if that still works for you.
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,Just had the best coffee at this new cafe near the office.
ham,Fine if that's the way u feel. That's the way its gota b
ham,Can you call me when you get a chance? Need to talk.
ham,"Package arrived safely, thank you so much for sending it."
ham,Just sent you the email with all the documents attached.
ham,No worries at all! See you tomorrow bright and early.
ham,No worries at all! See you tomorrow bright and early.
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
spam,Tones and graphics 4 ur mobile. 10p/msg wap.lwm.co.uk to see all Ó£1 to play. STOP? Text STOP to 62468. Customer service 0845 601 0790
ham,What time do you want to meet up tomorrow at the gym?
ham,Can you send me the quarterly report by end of day? Thanks
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,Not feeling great today. Going to work from home if that's ok.
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332. Please call 08081263000. Billed at 150p/month (max £6.00/yr)
ham,Can you call me when you get a chance? Need to talk.
spam,Free entry in 2 a weekly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,Can you help me move some furniture this Saturday? Won't take long.
spam,This is the 2nd time we have tried 2 contact u. U have WON the £750 Superstore Gift Card. To claim call 09061743890 now
ham,How was your weekend? Did you end up going to that festival?
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,Fine if that's the way u feel. That's the way its gota b
ham,Is that seriously how you spell his name?
ham,Did you watch the match last night? What a game! We won!
ham,Thanks for the invite but I already have plans with the family.
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,Dinner tonight at 7? Let me know if that still works for you.
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,Can you call me when you get a chance? Need to talk.
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,The kids absolutely loved the film. Thanks for the recommendation!
spam,Sunshine Quiz! Win a super prize guaranteed. Question: what colour is the sky? Text SKY to 88600. 1.50 per msg
ham,Sounds like a great plan! Really looking forward to it.
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,No worries at all! See you tomorrow bright and early.
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,The restaurant was fully booked so I made a reservation for next week instead.
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,Ok lar... Joking wif u oni...
ham,Is that seriously how you spell his name?
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,Just arrived at Heathrow. Where are you parked?
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,That's so funny I literally can't stop laughing lol
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,Not feeling great today. Going to work from home if that's ok.
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,Working late tonight so probably won't be back until 9.
ham,Fine if that's the way u feel. That's the way its gota b
spam,"URGENT! Your mobile was awarded a £2,000 prize on this week's prize draw! Tap here to claim: bit.ly/claim2000"
ham,I'm still at the library studying. Home around 6 for dinner.
ham,"Package arrived safely, thank you so much for sending it."
ham,Just had the best coffee at this new cafe near the office.
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min18+
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,The restaurant was fully booked so I made a reservation for next week instead.
spam,Tones and graphics 4 ur mobile. 10p/msg wap.lwm.co.uk to see all Ó£1 to play. STOP? Text STOP to 62468. Customer service 0845 601 0790
spam,WINNER!! As a valued network customer you have been selected 2 receivea £900 prize reward! To claim call 09061701461
ham,"Sure, let me know when you're free to talk this week."
spam,Free entry in 2 a weekly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,Fine if that's the way u feel. That's the way its gota b
ham,Can you help me move some furniture this Saturday? Won't take long.
spam,"You've been selected for a £500 Tesco gift card reward! To claim your prize, please call 09050000327 before 12pm tomorrow. 18+ only."
ham,Fine if that's the way u feel. That's the way its gota b
ham,Is that seriously how you spell his name?
ham,The kids absolutely loved the film. Thanks for the recommendation!
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k?"
ham,"Sure, let me know when you're free to talk this week."
ham,Just sent you the email with all the documents attached.
ham,Can you pick up some milk on the way home? We're completely out.
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,What time do you want to meet up tomorrow at the gym?
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,Thanks for the invite but I already have plans with the family.
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,Sounds like a great plan! Really looking forward to it.
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,Can you call me when you get a chance? Need to talk.
ham,Not feeling great today. Going to work from home if that's ok.
ham,Just sent you the email with all the documents attached.
ham,Fine if that's the way u feel. That's the way its gota b
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,Did you watch the match last night? What a game! We won!
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,What time do you want to meet up tomorrow at the gym?
ham,The kids absolutely loved the film. Thanks for the recommendation!
ham,Can you send me the quarterly report by end of day? Thanks
ham,Is that seriously how you spell his name?
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
spam,CLAIM YOUR FREE PRIZE! You have been randomly selected to win a Sony PlayStation 5. Call 0906 472 1234 to claim 18+ only.
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,Just had the best coffee at this new cafe near the office.
spam,CLAIM YOUR FREE PRIZE! You have been randomly selected to win a Sony PlayStation 5. Call 0906 472 1234 to claim T&Cs apply.
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,Flight landed early. See you at arrivals in 20 mins.
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,I've got a spare ticket for the concert if you want to come?
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,Just sent you the email with all the documents attached.
ham,What time do you want to meet up tomorrow at the gym?
ham,Fine if that's the way u feel. That's the way its gota b
ham,I'm still at the library studying. Home around 6 for dinner.
ham,"Let me know when you've arrived safely, just to put my mind at rest."
spam,Had your mobile 11 months or more? U R entitled to update to the latest colour mobiles with camera for free! Call The Mobile Update Co FREE on 08002986030
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,Just had the best coffee at this new cafe near the office.
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net"
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,I just got back from the gym. So tired but feel great!
ham,Did you watch the match last night? What a game! We won!
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm T&Cs apply.
ham,Just had the best coffee at this new cafe near the office.
ham,Can you pick up some milk on the way home? We're completely out.
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,Thanks for the invite but I already have plans with the family.
ham,I'm still at the library studying. Home around 6 for dinner.
ham,Can you look after my cat this weekend while I'm away visiting family?
ham,Just had the best coffee at this new cafe near the office.
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,Thanks for the invite but I already have plans with the family.
ham,Flight landed early. See you at arrivals in 20 mins.
ham,I've got a spare ticket for the concert if you want to come?
ham,"Package arrived safely, thank you so much for sending it."
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,Sounds like a great plan! Really looking forward to it.
spam,You have been pre-approved for a personal loan of £5000. No credit checks needed. Call 0800 195 0089 today Valid today only!
ham,Can you call me when you get a chance? Need to talk.
ham,Fine if that's the way u feel. That's the way its gota b
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,Is that seriously how you spell his name?
ham,What time do you want to meet up tomorrow at the gym?
ham,"Package arrived safely, thank you so much for sending it."
spam,"Todays Voda numbers ending 7876 are selected 2 receive a £350 award. If you feel this is not 4 U, dial 150 Freephone 0800 542 0825 T&Cs apply."
ham,I've got a spare ticket for the concert if you want to come?
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,Not feeling great today. Going to work from home if that's ok.
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
spam,"URGENT! Your mobile was awarded a £2,000 prize on this week's prize draw! Tap here to claim: bit.ly/claim2000 Valid today only!"
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k?"
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,I've got a spare ticket for the concert if you want to come?
ham,Did you watch the match last night? What a game! We won!
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,"Package arrived safely, thank you so much for sending it."
ham,"Package arrived safely, thank you so much for sending it."
spam,Free entry in 2 a weekly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,Can you send me the quarterly report by end of day? Thanks
ham,I'm still at the library studying. Home around 6 for dinner.
ham,Happy birthday! Hope you have an amazing day with lots of cake!
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min18+
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,Just checking in to see how you're getting on with the project.
ham,I've got a spare ticket for the concert if you want to come?
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,"Finally finished that book you recommended. You were right, it was brilliant."
spam,Urgent! call 09066358361 NOW! Find out how to claim 2 free airline tickets worth £1500. Wkly comp for 150 tkts 18+. 75p/call T&Cs apply.
ham,Sounds like a great plan! Really looking forward to it.
spam,Congratulations ur awarded 500 of bonus points. call customer service 09061743810 Pobox279BRISTOL18WX
ham,How was your weekend? Did you end up going to that festival?
ham,Ok lar... Joking wif u oni...
ham,Can you send me the quarterly report by end of day? Thanks
ham,Can you send me the quarterly report by end of day? Thanks
ham,The kids absolutely loved the film. Thanks for the recommendation!
ham,I just got back from the gym. So tired but feel great!
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,I've got a spare ticket for the concert if you want to come?
ham,Did you catch the bus? Or are you still at home waiting for me?
ham,I've been searching for the right words to thank you for this breather.
ham,Can you pick up some milk on the way home? We're completely out.
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,I'm still at the library studying. Home around 6 for dinner.
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,Can you call me when you get a chance? Need to talk.
ham,That's so funny I literally can't stop laughing lol
ham,I just got back from the gym. So tired but feel great!
ham,Can you send me the quarterly report by end of day? Thanks
ham,Just checking in to see how you're getting on with the project.
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k?"
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
spam,GET 50 FREE TEXT MSGS for life or £100 cash! Just call FREE 0800 298 8032. T&Cs apply
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,Just sent you the email with all the documents attached.
ham,I've been searching for the right words to thank you for this breather.
ham,Not feeling great today. Going to work from home if that's ok.
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,Ok lar... Joking wif u oni...
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,Is that seriously how you spell his name?
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,That's so funny I literally can't stop laughing lol
spam,Had your mobile 11 months or more? U R entitled to update to the latest colour mobiles with camera for free! Call The Mobile Update Co FREE on 08002986030
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,Flight landed early. See you at arrivals in 20 mins.
spam,Claim your FREE gift now! 3 FREE text messages + Ringtone = 3 x 150p standard rate msgs. To stop receiving texts call 0845 355 5566
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,Can you call me when you get a chance? Need to talk.
ham,What time do you want to meet up tomorrow at the gym?
ham,Can you pick up some milk on the way home? We're completely out.
ham,Happy birthday! Hope you have an amazing day with lots of cake!
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,No worries at all! See you tomorrow bright and early.
ham,Working late tonight so probably won't be back until 9.
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,Flight landed early. See you at arrivals in 20 mins.
ham,Did you catch the bus? Or are you still at home waiting for me?
ham,"Package arrived safely, thank you so much for sending it."
ham,Can you send me the quarterly report by end of day? Thanks
ham,Can you look after my cat this weekend while I'm away visiting family?
ham,Just checking in to see how you're getting on with the project.
ham,"Sure, let me know when you're free to talk this week."
ham,I've been searching for the right words to thank you for this breather.
spam,"Our records show you may be due PPI compensation up to £4,200! Call us FREE 0800 197 3805 today. Stop msg reply STOP"
spam,Sunshine Quiz! Win a super prize guaranteed. Question: what colour is the sky? Text SKY to 88600. 1.50 per msg
ham,Fine if that's the way u feel. That's the way its gota b
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,I'm still at the library studying. Home around 6 for dinner.
ham,Dinner tonight at 7? Let me know if that still works for you.
spam,"You've been selected for a £500 Tesco gift card reward! To claim your prize, please call 09050000327 before 12pm tomorrow."
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm
ham,Thanks for the invite but I already have plans with the family.
spam,You have an important customer service announcement. Call freephone 0800 542 0825 NOW. Or ignore this message at your peril
ham,No worries at all! See you tomorrow bright and early.
ham,"Package arrived safely, thank you so much for sending it."
spam,Free ringtone! Simply text CHAT to 86688 to receive 3 ringtones to your handset. Std rate applies. 3 msgs@150p. STOP STOP
ham,Can you send me the quarterly report by end of day? Thanks
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,Can you pick up some milk on the way home? We're completely out.
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,Just sent you the email with all the documents attached.
ham,The kids absolutely loved the film. Thanks for the recommendation!
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net"
ham,Just arrived at Heathrow. Where are you parked?
ham,Can you call me when you get a chance? Need to talk.
ham,Sounds like a great plan! Really looking forward to it.
ham,Can you pick up some milk on the way home? We're completely out.
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k?"
ham,Is that seriously how you spell his name?
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,Just sent you the email with all the documents attached.
ham,I've been searching for the right words to thank you for this breather.
spam,Congratulations ur awarded 500 of bonus points. call customer service 09061743810 Pobox279BRISTOL18WX T&Cs apply.
ham,Ok lar... Joking wif u oni...
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
spam,Claim your FREE gift now! 3 FREE text messages + Ringtone = 3 x 150p standard rate msgs. To stop receiving texts call 0845 355 5566
ham,Did you catch the bus? Or are you still at home waiting for me?
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min18+
ham,Just arrived at Heathrow. Where are you parked?
ham,Fine if that's the way u feel. That's the way its gota b
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,How was your weekend? Did you end up going to that festival?
ham,Just sent you the email with all the documents attached.
ham,Sounds like a great plan! Really looking forward to it.
ham,Are we still meeting for lunch tomorrow at that Italian place?
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 5/9/03 This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU 18+ only."
ham,Is that seriously how you spell his name?
ham,Just had the best coffee at this new cafe near the office.
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,Just sent you the email with all the documents attached.
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min18+ Valid today only!
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,Not feeling great today. Going to work from home if that's ok.
ham,The restaurant was fully booked so I made a reservation for next week instead.
ham,Can you call me when you get a chance? Need to talk.
ham,I've got a spare ticket for the concert if you want to come?
ham,Just arrived at Heathrow. Where are you parked?
ham,"Sorry I missed your call, was in a meeting all afternoon."
ham,Hey! How are you doing? Haven't heard from you in a while.
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/½hour proof id@gmail T&Cs apply."
ham,No worries at all! See you tomorrow bright and early.
ham,Can you send me the quarterly report by end of day? Thanks
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,That's so funny I literally can't stop laughing lol
ham,What time do you want to meet up tomorrow at the gym?
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k?"
ham,"Sorry I missed your call, was in a meeting all afternoon."
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 5/9/03 This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU Reply STOP to opt out."
ham,I've got a spare ticket for the concert if you want to come?
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,What time do you want to meet up tomorrow at the gym?
ham,"Sure, let me know when you're free to talk this week."
ham,Just sent you the email with all the documents attached.
